SD-JWT,CSD-JWT,MERKLE,BBS+
7388,546,2602,11172
8199,1655,3296,10584
9038,2792,4267,10003
9876,3930,5003,9423
10716,5068,6142,8875
11555,6206,6915,8292
12394,7343,7856,7734
13234,8482,8587,7154
14072,9619,9560,6583
14911,10756,10306,6024
