SD-JWT,CSD-JWT,MERKLE,BBS+
42,37,64,24941
41,38,74,24074
41,38,89,23453
42,40,89,22705
42,41,110,21961
44,41,103,20995
44,42,84,20431
45,43,84,19678
46,44,95,18899
47,45,99,18160
