SD-JWT,CSD-JWT,MERKLE,BBS+
4124,546,2395,6408
4530,1100,2648,6118
4935,1655,3090,5811
5354,2223,3392,5527
5774,2792,4060,5240
6194,3362,4334,4944
6612,3930,4796,4668
7032,4499,5088,4392
7452,5068,5546,4099
7871,5636,5820,3816
