SD-JWT,CSD-JWT,MERKLE,BBS+
42,38,69,30692
43,40,85,29774
43,41,101,28527
45,42,94,27618
46,43,114,26944
47,45,125,26021
49,46,123,25063
50,47,127,23884
50,48,109,22943
51,50,97,22008
