SD-JWT,CSD-JWT,MERKLE,BBS+
45,41,75,36422
45,42,93,34983
47,43,133,34266
49,46,120,32744
50,47,94,31610
52,48,127,30500
53,50,107,29726
54,52,108,28270
55,53,128,27144
55,54,140,26293
