SD-JWT,CSD-JWT,MERKLE,BBS+
108,102,111,18055
109,306,115,18082
111,562,121,18107
113,921,122,18081
115,1153,127,18085
116,1424,127,17930
119,1679,131,18097
119,1992,136,18096
121,2312,138,18060
124,2526,142,18055
