SD-JWT,CSD-JWT,MERKLE,BBS+
4930,546,2386,7606
5436,1239,2546,7223
5950,1939,3120,6858
6474,2650,3315,6504
6999,3362,4323,6140
7523,4072,4694,5790
8047,4783,5098,5414
8572,5495,5902,5078
9096,6206,6716,4730
9620,6916,6891,4368
