SD-JWT,CSD-JWT,MERKLE,BBS+
102,104,107,6536
102,171,110,6535
102,246,112,6462
103,270,112,6540
104,307,116,6466
104,349,113,6462
104,459,116,6549
105,512,117,6539
105,592,117,6542
106,650,118,6543
