SD-JWT,CSD-JWT,MERKLE,BBS+
49,45,87,47923
50,45,123,45998
52,48,115,45074
55,51,118,42997
57,52,126,41502
58,56,126,40425
61,58,198,38538
62,61,150,37367
65,62,138,35824
64,63,164,34093
