SD-JWT,CSD-JWT,MERKLE,BBS+
47,42,81,42187
48,44,111,40474
50,46,109,39170
52,48,96,37904
53,50,116,36570
55,51,124,35253
57,54,137,34305
58,56,134,32647
60,58,144,31642
59,61,145,30299
